2.23723644	0.74676389	0.46413222
2.28054551	0.74937591	0.45936314
2.28054551	0.74937591	0.45936314
2.28054551	0.74937591	0.45936314
2.28054551	0.74937591	0.45936314
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.34709855	0.72599302	0.46402674
2.18682537	0.72522266	0.46152871
2.18682537	0.72522266	0.46152871
2.18682537	0.72522266	0.46152871
2.18682537	0.72522266	0.46152871
2.19273898	0.75393732	0.44255647
2.19273898	0.75393732	0.44255647
2.26165918	0.78068596	0.43823156
2.26165918	0.78068596	0.43823156
2.26165918	0.78068596	0.43823156
2.26165918	0.78068596	0.43823156
2.02894678	0.78704808	0.43832597
2.02894678	0.78704808	0.43832597
2.02894678	0.78704808	0.43832597
2.02894678	0.78704808	0.43832597
2.02894678	0.78704808	0.43832597
2.02894678	0.78704808	0.43832597
2.02894678	0.78704808	0.43832597
2.11228440	0.77809423	0.45327502
2.11228440	0.77809423	0.45327502
2.11228440	0.77809423	0.45327502
2.11228440	0.77809423	0.45327502
2.20375437	0.78544118	0.45993872
2.20375437	0.78544118	0.45993872
2.20375437	0.78544118	0.45993872
2.20375437	0.78544118	0.45993872
2.20375437	0.78544118	0.45993872
2.20375437	0.78544118	0.45993872
2.15688833	0.81759006	0.45063220
2.15688833	0.81759006	0.45063220
2.06309727	0.83048181	0.44515891
1.97058210	0.82735483	0.43429629
1.97058210	0.82735483	0.43429629
1.97058210	0.82735483	0.43429629
1.97058210	0.82735483	0.43429629
1.97058210	0.82735483	0.43429629
1.97058210	0.82735483	0.43429629
1.97058210	0.82735483	0.43429629
1.97058210	0.82735483	0.43429629
1.97058210	0.82735483	0.43429629
1.97058210	0.82735483	0.43429629
2.04566681	0.82367160	0.41148517
2.04566681	0.82367160	0.41148517
2.04566681	0.82367160	0.41148517
2.04566681	0.82367160	0.41148517
2.04566681	0.82367160	0.41148517
2.04566681	0.82367160	0.41148517
1.92785529	0.80650575	0.40786447
1.92785529	0.80650575	0.40786447
1.92785529	0.80650575	0.40786447
1.92785529	0.80650575	0.40786447
1.92785529	0.80650575	0.40786447
1.92785529	0.80650575	0.40786447
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.87052136	0.79876551	0.41440233
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.90318850	0.80121451	0.41423089
1.89178292	0.77409209	0.40823117
1.89178292	0.77409209	0.40823117
1.89178292	0.77409209	0.40823117
1.89178292	0.77409209	0.40823117
1.89178292	0.77409209	0.40823117
1.89178292	0.77409209	0.40823117
1.89178292	0.77409209	0.40823117
1.89292228	0.76812993	0.40866265
1.89292228	0.76812993	0.40866265
1.89292228	0.76812993	0.40866265
1.89292228	0.76812993	0.40866265
1.89292228	0.76812993	0.40866265
1.89292228	0.76812993	0.40866265
1.85185118	0.76842910	0.39726362
1.82012683	0.75391371	0.39542598
1.82012683	0.75391371	0.39542598
1.82012683	0.75391371	0.39542598
1.78674728	0.75731846	0.39914226
1.70513684	0.75760839	0.40897593
1.70513684	0.75760839	0.40897593
1.70513684	0.75760839	0.40897593
1.70513684	0.75760839	0.40897593
1.70513684	0.75760839	0.40897593
1.70513684	0.75760839	0.40897593
1.70513684	0.75760839	0.40897593
1.71499356	0.76073999	0.40525791
1.84153623	0.77150351	0.41723031
1.84153623	0.77150351	0.41723031
1.84153623	0.77150351	0.41723031
1.89983811	0.78478459	0.41392438
1.89983811	0.78478459	0.41392438
1.89983811	0.78478459	0.41392438
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.76188873	0.83262061	0.40118654
1.87338025	0.84418370	0.39918577
1.87338025	0.84418370	0.39918577
1.87338025	0.84418370	0.39918577
1.87338025	0.84418370	0.39918577
1.87338025	0.84418370	0.39918577
1.87338025	0.84418370	0.39918577
1.87338025	0.84418370	0.39918577
1.87338025	0.84418370	0.39918577
1.87338025	0.84418370	0.39918577
1.85228508	0.85410186	0.39923986
1.85228508	0.85410186	0.39923986
