1.000000000000000000e+00 2.395420000000000000e+05 5.975920000000000000e+05 2.399999999999999911e+00 0.000000000000000000e+00
2.000000000000000000e+00 2.417690000000000000e+05 5.775020000000000000e+05 1.500000000000000000e+00 5.178219675999999936e+02
3.000000000000000000e+00 2.407210000000000000e+05 5.986890000000000000e+05 2.000000000000000000e+00 6.577167707999999493e+02
4.000000000000000000e+00 2.507400000000000000e+05 5.803810000000000000e+05 2.200000000000000178e+00 7.195047800999999481e+02
5.000000000000000000e+00 2.460910000000000000e+05 5.905870000000000000e+05 1.600000000000000089e+00 7.480693056000000070e+02
6.000000000000000000e+00 2.496790000000000000e+05 5.889870000000000000e+05 1.500000000000000000e+00 8.184248032000000421e+02
7.000000000000000000e+00 2.410090000000000000e+05 6.011800000000000000e+05 1.600000000000000089e+00 8.304299190000000408e+02
8.000000000000000000e+00 2.411820000000000000e+05 5.977510000000000000e+05 1.500000000000000000e+00 9.169135416999999961e+02
9.000000000000000000e+00 2.469250000000000000e+05 6.050190000000000000e+05 1.699999999999999956e+00 9.358569328999999470e+02
1.000000000000000000e+01 2.366990000000000000e+05 5.937770000000000000e+05 2.700000000000000178e+00 9.392519443999999567e+02
1.100000000000000000e+01 2.452600000000000000e+05 5.992910000000000000e+05 2.000000000000000000e+00 9.573281829000000016e+02
1.200000000000000000e+01 2.376480000000000000e+05 5.967430000000000000e+05 2.700000000000000178e+00 9.683704397999999856e+02
1.300000000000000000e+01 2.410700000000000000e+05 5.978040000000000000e+05 2.000000000000000000e+00 1.218318610999999919e+03
1.400000000000000000e+01 2.588330000000000000e+05 5.925160000000000000e+05 1.800000000000000044e+00 1.257394258999999920e+03
1.500000000000000000e+01 2.436380000000000000e+05 5.969610000000000000e+05 1.600000000000000089e+00 1.428029236000000083e+03
1.600000000000000000e+01 2.436160000000000000e+05 6.101140000000000000e+05 1.800000000000000044e+00 1.430226249999999936e+03
1.700000000000000000e+01 2.384400000000000000e+05 5.958470000000000000e+05 2.000000000000000000e+00 1.547321284999999989e+03
1.800000000000000000e+01 2.597760000000000000e+05 5.900680000000000000e+05 1.600000000000000089e+00 1.709259630000000016e+03
1.900000000000000000e+01 2.433340000000000000e+05 5.954150000000000000e+05 1.500000000000000000e+00 1.861038876999999957e+03
2.000000000000000000e+01 2.457830000000000000e+05 6.009530000000000000e+05 1.600000000000000089e+00 1.901288888999999926e+03
2.100000000000000000e+01 2.459430000000000000e+05 5.983580000000000000e+05 1.800000000000000044e+00 2.023954525000000103e+03
2.200000000000000000e+01 2.415340000000000000e+05 5.843810000000000000e+05 1.600000000000000089e+00 2.088801852000000054e+03
2.300000000000000000e+01 2.486840000000000000e+05 5.944040000000000000e+05 1.699999999999999956e+00 2.161812581000000137e+03
2.400000000000000000e+01 2.556830000000000000e+05 5.890720000000000000e+05 1.800000000000000044e+00 2.190598899999999958e+03
2.500000000000000000e+01 2.472920000000000000e+05 5.974930000000000000e+05 2.600000000000000089e+00 2.264291215000000193e+03
2.600000000000000000e+01 2.439980000000000000e+05 5.955380000000000000e+05 1.500000000000000000e+00 2.327316169000000173e+03
2.700000000000000000e+01 2.410510000000000000e+05 6.050210000000000000e+05 1.600000000000000089e+00 2.327630336000000170e+03
2.800000000000000000e+01 2.498600000000000000e+05 5.910870000000000000e+05 2.399999999999999911e+00 2.454169479000000138e+03
2.900000000000000000e+01 2.422250000000000000e+05 6.013880000000000000e+05 2.000000000000000000e+00 2.564310242999999900e+03
3.000000000000000000e+01 2.513790000000000000e+05 5.818410000000000000e+05 1.600000000000000089e+00 2.578974387000000206e+03
3.100000000000000000e+01 2.475070000000000000e+05 5.978500000000000000e+05 2.100000000000000089e+00 2.596799791999999798e+03
3.200000000000000000e+01 2.476910000000000000e+05 5.940320000000000000e+05 1.600000000000000089e+00 2.648230382000000191e+03
3.300000000000000000e+01 2.424720000000000000e+05 5.939710000000000000e+05 1.600000000000000089e+00 2.711844027999999980e+03
3.400000000000000000e+01 2.430820000000000000e+05 5.970240000000000000e+05 1.500000000000000000e+00 2.937503182999999808e+03
3.500000000000000000e+01 2.589180000000000000e+05 5.937420000000000000e+05 1.800000000000000044e+00 2.941977616000000125e+03
3.600000000000000000e+01 2.505870000000000000e+05 5.936800000000000000e+05 1.699999999999999956e+00 2.991807823999999982e+03
3.700000000000000000e+01 2.423250000000000000e+05 5.959530000000000000e+05 1.600000000000000089e+00 3.027658808000000136e+03
3.800000000000000000e+01 2.430240000000000000e+05 6.001590000000000000e+05 1.899999999999999911e+00 3.085032176000000163e+03
3.900000000000000000e+01 2.466420000000000000e+05 5.966090000000000000e+05 2.000000000000000000e+00 3.111157928000000084e+03
4.000000000000000000e+01 2.452170000000000000e+05 5.956720000000000000e+05 2.500000000000000000e+00 3.112641295999999784e+03
4.100000000000000000e+01 2.523440000000000000e+05 5.891880000000000000e+05 2.500000000000000000e+00 3.115053819000000203e+03
4.200000000000000000e+01 2.478230000000000000e+05 5.986910000000000000e+05 1.500000000000000000e+00 3.146048112999999830e+03
4.300000000000000000e+01 2.420810000000000000e+05 5.848720000000000000e+05 1.600000000000000089e+00 3.391159329000000071e+03
4.400000000000000000e+01 2.491990000000000000e+05 5.907950000000000000e+05 1.699999999999999956e+00 3.486142985999999837e+03
4.500000000000000000e+01 2.435950000000000000e+05 5.933230000000000000e+05 2.200000000000000178e+00 3.715420660000000225e+03
4.600000000000000000e+01 2.527880000000000000e+05 6.001070000000000000e+05 1.699999999999999956e+00 3.809422846999999820e+03
4.700000000000000000e+01 2.483200000000000000e+05 5.788110000000000000e+05 1.600000000000000089e+00 3.878212755000000016e+03
4.800000000000000000e+01 2.459520000000000000e+05 5.920320000000000000e+05 1.600000000000000089e+00 4.067306505000000016e+03
4.900000000000000000e+01 2.486540000000000000e+05 5.959430000000000000e+05 1.500000000000000000e+00 4.074043461000000207e+03
5.000000000000000000e+01 2.398480000000000000e+05 5.978560000000000000e+05 2.200000000000000178e+00 4.106851700999999593e+03
5.100000000000000000e+01 2.477380000000000000e+05 6.088010000000000000e+05 1.500000000000000000e+00 4.126649397999999564e+03
5.200000000000000000e+01 2.436630000000000000e+05 5.956430000000000000e+05 1.899999999999999911e+00 4.136829792000000452e+03
5.300000000000000000e+01 2.413380000000000000e+05 5.952300000000000000e+05 1.500000000000000000e+00 4.198660230999999840e+03
5.400000000000000000e+01 2.450280000000000000e+05 5.879880000000000000e+05 1.500000000000000000e+00 4.203325949000000037e+03
5.500000000000000000e+01 2.463060000000000000e+05 5.967700000000000000e+05 1.699999999999999956e+00 4.263332940000000235e+03
5.600000000000000000e+01 2.415530000000000000e+05 6.017650000000000000e+05 2.399999999999999911e+00 4.309725879999999961e+03
5.700000000000000000e+01 2.422030000000000000e+05 5.965070000000000000e+05 2.700000000000000178e+00 4.314564572000000226e+03
5.800000000000000000e+01 2.486440000000000000e+05 5.907480000000000000e+05 3.000000000000000000e+00 4.341060948999999709e+03
5.900000000000000000e+01 2.418050000000000000e+05 5.939950000000000000e+05 3.000000000000000000e+00 4.357998413999999684e+03
6.000000000000000000e+01 2.425450000000000000e+05 5.960500000000000000e+05 2.700000000000000178e+00 4.364818935000000238e+03
6.100000000000000000e+01 2.583080000000000000e+05 5.962710000000000000e+05 1.500000000000000000e+00 4.407531296000000111e+03
6.200000000000000000e+01 2.457560000000000000e+05 5.788560000000000000e+05 1.600000000000000089e+00 4.421028390999999829e+03
