1 	 239542 	 597592 	 2.4 	 0 
2 	 241769 	 577502 	 1.5 	 517.8219676 
3 	 240721 	 598689 	 2 	 657.7167708 
4 	 250740 	 580381 	 2.2 	 719.5047801 
5 	 246091 	 590587 	 1.6 	 748.0693056 
6 	 249679 	 588987 	 1.5 	 818.4248032 
7 	 241009 	 601180 	 1.6 	 830.429919 
8 	 241182 	 597751 	 1.5 	 916.9135417 
9 	 246925 	 605019 	 1.7 	 935.8569329 
10 	 236699 	 593777 	 2.7 	 939.2519444 
11 	 245260 	 599291 	 2 	 957.3281829 
12 	 237648 	 596743 	 2.7 	 968.3704398 
13 	 241070 	 597804 	 2 	 1218.318611 
14 	 258833 	 592516 	 1.8 	 1257.394259 
15 	 243638 	 596961 	 1.6 	 1428.029236 
16 	 243616 	 610114 	 1.8 	 1430.22625 
17 	 238440 	 595847 	 2 	 1547.321285 
18 	 259776 	 590068 	 1.6 	 1709.25963 
19 	 243334 	 595415 	 1.5 	 1861.038877 
20 	 245783 	 600953 	 1.6 	 1901.288889 
21 	 245943 	 598358 	 1.8 	 2023.954525 
22 	 241534 	 584381 	 1.6 	 2088.801852 
23 	 248684 	 594404 	 1.7 	 2161.812581 
24 	 255683 	 589072 	 1.8 	 2190.5989 
25 	 247292 	 597493 	 2.6 	 2264.291215 
26 	 243998 	 595538 	 1.5 	 2327.316169 
27 	 241051 	 605021 	 1.6 	 2327.630336 
28 	 249860 	 591087 	 2.4 	 2454.169479 
29 	 242225 	 601388 	 2 	 2564.310243 
30 	 251379 	 581841 	 1.6 	 2578.974387 
31 	 247507 	 597850 	 2.1 	 2596.799792 
32 	 247691 	 594032 	 1.6 	 2648.230382 
33 	 242472 	 593971 	 1.6 	 2711.844028 
34 	 243082 	 597024 	 1.5 	 2937.503183 
35 	 258918 	 593742 	 1.8 	 2941.977616 
36 	 250587 	 593680 	 1.7 	 2991.807824 
37 	 242325 	 595953 	 1.6 	 3027.658808 
38 	 243024 	 600159 	 1.9 	 3085.032176 
39 	 246642 	 596609 	 2 	 3111.157928 
40 	 245217 	 595672 	 2.5 	 3112.641296 
41 	 252344 	 589188 	 2.5 	 3115.053819 
42 	 247823 	 598691 	 1.5 	 3146.048113 
43 	 242081 	 584872 	 1.6 	 3391.159329 
44 	 249199 	 590795 	 1.7 	 3486.142986 
45 	 243595 	 593323 	 2.2 	 3715.42066 
46 	 252788 	 600107 	 1.7 	 3809.422847 
47 	 248320 	 578811 	 1.6 	 3878.212755 
48 	 245952 	 592032 	 1.6 	 4067.306505 
49 	 248654 	 595943 	 1.5 	 4074.043461 
50 	 239848 	 597856 	 2.2 	 4106.851701 
51 	 247738 	 608801 	 1.5 	 4126.649398 
52 	 243663 	 595643 	 1.9 	 4136.829792 
53 	 241338 	 595230 	 1.5 	 4198.660231 
54 	 245028 	 587988 	 1.5 	 4203.325949 
55 	 246306 	 596770 	 1.7 	 4263.33294 
56 	 241553 	 601765 	 2.4 	 4309.72588 
57 	 242203 	 596507 	 2.7 	 4314.564572 
58 	 248644 	 590748 	 3 	 4341.060949 
59 	 241805 	 593995 	 3 	 4357.998414 
60 	 242545 	 596050 	 2.7 	 4364.818935 
61 	 258308 	 596271 	 1.5 	 4407.531296 
62 	 245756 	 578856 	 1.6 	 4421.028391 
63 	 239900 	 601216 	 2.1 	 4571.033704 
64 	 249041 	 576117 	 1.8 	 4643.028912 
65 	 245387 	 592503 	 1.5 	 4675.513634 
66 	 246102 	 590012 	 1.9 	 4738.745868 
67 	 244937 	 592811 	 1.6 	 4740.272998 
68 	 248916 	 593907 	 1.7 	 4784.982454 
69 	 238381 	 592859 	 2.3 	 4814.538646 
70 	 244426 	 584452 	 1.6 	 4824.903438 
71 	 249888 	 595281 	 1.6 	 4831.139757 
72 	 249763 	 596021 	 2 	 4844.069271 
73 	 243102 	 595930 	 2.3 	 4925.633229 
74 	 250346 	 594622 	 1.5 	 4948.650775 
75 	 245593 	 593380 	 1.8 	 4973.73765 
76 	 250141 	 576899 	 2.2 	 4992.790359 
77 	 238574 	 594532 	 1.7 	 5053.368843 
78 	 240725 	 598484 	 1.9 	 5071.693553 
79 	 246876 	 590194 	 1.5 	 5158.324907 
80 	 247467 	 588368 	 1.6 	 5158.905104 
81 	 242428 	 584137 	 1.9 	 5163.453299 
82 	 248862 	 590956 	 1.5 	 5183.591481 
83 	 245628 	 573825 	 1.8 	 5203.171979 
84 	 246185 	 591480 	 2.4 	 5220.601146 
85 	 247780 	 589451 	 2.2 	 5222.116308 
86 	 239084 	 584467 	 1.5 	 5243.301354 
87 	 248055 	 592462 	 1.9 	 5246.560382 
88 	 241450 	 595213 	 1.6 	 5249.718287 
89 	 245914 	 594016 	 1.5 	 5252.136794 
90 	 247205 	 590442 	 1.6 	 5307.862407 
91 	 246709 	 593140 	 1.7 	 5314.924167 
92 	 253627 	 591719 	 1.5 	 5337.323426 
93 	 242198 	 596785 	 3.5 	 5360.193808 
94 	 242866 	 596705 	 2.5 	 5360.391991 
95 	 243212 	 596007 	 2.3 	 5378.928056 
96 	 230829 	 578617 	 1.8 	 5389.050428 
97 	 241498 	 598684 	 1.6 	 5410.962373 
98 	 248517 	 591543 	 1.6 	 5418.989977 
99 	 244927 	 599285 	 2.3 	 5436.550822 
100 	 254650 	 595934 	 1.5 	 5515.758032 
101 	 246079 	 597025 	 2.3 	 5530.99669 
102 	 242779 	 583234 	 1.5 	 5552.450856 
103 	 242893 	 583106 	 2.6 	 5553.052998 
104 	 242570 	 594659 	 2 	 5639.496169 
105 	 245522 	 597144 	 2.1 	 5665.821285 
106 	 236695 	 593999 	 1.7 	 5666.710243 
107 	 244490 	 598906 	 1.5 	 5732.225336 
108 	 249092 	 596248 	 1.5 	 5765.191968 
109 	 248640 	 579523 	 2.1 	 5778.578252 
110 	 245675 	 594902 	 2 	 5805.064537 
111 	 250759 	 590586 	 1.7 	 5822.417488 
112 	 247634 	 579727 	 1.5 	 5894.78897 
113 	 244255 	 599606 	 2.2 	 6009.540868 
114 	 245137 	 593983 	 1.9 	 6010.612905 
115 	 254516 	 597044 	 2.5 	 6062.272674 
116 	 235819 	 599865 	 1.8 	 6143.413773 
117 	 243780 	 595294 	 3.2 	 6174.228866 
118 	 244687 	 600227 	 2.2 	 6182.677153 
119 	 235789 	 595078 	 1.5 	 6220.844699 
120 	 244166 	 568400 	 1.5 	 6237.340093 
121 	 247158 	 598659 	 1.7 	 6237.687407 
122 	 243536 	 596514 	 1.7 	 6244.036192 
123 	 243327 	 595786 	 1.9 	 6245.827812 
124 	 245064 	 597896 	 2.2 	 6268.165613 
125 	 245141 	 599698 	 1.7 	 6271.499248 
126 	 241100 	 596136 	 2.6 	 6340.86147 
127 	 252159 	 592858 	 2.6 	 6342.699549 
128 	 249753 	 590900 	 1.5 	 6346.595787 
129 	 247845 	 597559 	 1.8 	 6360.462755 
